,ID,Count
80,18368,308.9889047351739
81,18369,399.28117723842763
82,18370,566.7342848902463
83,18371,628.2992647318235
84,18372,634.9559213409874
85,18373,561.5690103629177
86,18374,600.4540700087941
87,18375,592.8698464950756
88,18376,577.7377746403661
89,18377,591.1965885496029
90,18378,605.7466576406702
91,18379,642.7583958910719
92,18380,617.668620502163
93,18381,576.5283001471712
94,18382,578.6198725790118
95,18383,564.942807633409
96,18384,505.52951134612283
97,18385,403.4389980013448
98,18386,341.4336545390379
99,18387,282.11443070803045
100,18388,237.45656887796204
101,18389,212.56279798053424
102,18390,228.56272795827545
103,18391,265.07239411747787
104,18392,305.2474007769151
105,18393,394.44633662699465
106,18394,559.8717777331844
107,18395,620.6912757395327
108,18396,627.2673278134841
109,18397,554.769048801485
110,18398,593.1832546323778
111,18399,585.6908674333686
112,18400,570.7420277461363
113,18401,584.0378707371841
114,18402,598.4117550518308
115,18403,634.9753232772132
116,18404,610.1893565121442
117,18405,569.5471986124813
118,18406,571.6134444827115
119,18407,558.1019932269439
120,18408,520.7259514592612
121,18409,415.5665522485871
122,18410,351.6973008096509
123,18411,290.5949149430476
124,18412,244.59461808663548
125,18413,218.95252945474823
126,18414,235.43342438560109
127,18415,273.04058721490225
128,18416,314.4232722967512
129,18417,406.3035675064297
130,18418,576.7017703456897
131,18419,639.3495292911541
132,18420,646.1232603913145
133,18421,571.4456511313584
134,18422,611.0146049350225
135,18423,603.2969932717261
136,18424,587.8987848691779
137,18425,601.594306765675
138,18426,616.4002763835102
139,18427,654.0629615988782
140,18428,628.5319177391236
141,18429,586.6680386446953
142,18430,588.7963967772589
143,18431,574.8787853364942
144,18432,504.8431943310584
145,18433,402.89128111705935
146,18434,340.97011735403396
147,18435,281.73142649236246
148,18436,237.1341930721939
149,18437,212.27421845797528
150,18438,228.25242660951815
151,18439,264.71252651287006
152,18440,304.8329907765977
153,18441,393.91082836035343
154,18442,559.1116845661417
155,18443,619.8486128008096
156,18444,626.4157370944259
157,18445,554.015883201697
158,18446,592.37793713544
159,18447,584.8957217517307
160,18448,569.9671769094135
161,18449,583.2449691970512
162,18450,597.5993392377412
163,18451,634.1132680287457
164,18452,609.360951189831
165,18453,568.7739698997813
166,18454,570.8374105931302
167,18455,557.3443027548819
168,18456,492.08600085217716
169,18457,392.71037329879096
170,18458,332.35393354399775
171,18459,274.6121816313782
172,18460,231.1419031583151
173,18461,206.91013054740145
174,18462,222.48457552034955
175,18463,258.0233427129719
176,18464,297.1299782654834
177,18465,383.9568531315142
178,18466,544.9831471976927
179,18467,604.1852766007567
180,18468,610.5864521876175
181,18469,540.016114775102
182,18470,577.4087743508038
183,18471,570.1156316739716
184,18472,555.5643254218744
185,18473,568.5065930018645
186,18474,582.4982336288814
187,18475,618.0894694738549
188,18476,593.9626341676428
189,18477,554.4012702947537
190,18478,556.4125686348871
191,18479,543.2604264454916
192,18480,377.05955296722004
193,18481,300.91325001158503
194,18482,254.66529304222635
195,18483,210.4208334843192
196,18484,177.11185143640762
197,18485,158.54432191422737
198,18486,170.47819779982987
199,18487,197.7096810109967
200,18488,227.67503359966244
201,18489,294.20588911237826
202,18490,417.59184675273934
203,18491,462.95531657055386
204,18492,467.8601998654791
205,18493,413.78587173700544
206,18494,442.4378949188333
207,18495,436.84954427953403
208,18496,425.69964564189104
209,18497,435.61662279556384
210,18498,446.33767917791306
211,18499,473.6093663505137
212,18500,455.1222447512002
213,18501,424.8084578301083
214,18502,426.34960968507085
215,18503,416.27181668566277
216,18504,371.4041759371511
217,18505,296.3999632674434
218,18506,250.84566233059712
219,18507,207.26480908718992
220,18508,174.4554161638248
221,18509,156.16637416208667
222,18510,167.9212582490939
223,18511,194.74430649704277
224,18512,224.2602198250022
225,18513,289.7932035981041
226,18514,411.3285408121129
227,18515,456.01162069366137
228,18516,460.8429374548574
229,18517,407.5796502105296
230,18518,435.80193227456226
231,18519,430.2973992433642
232,18520,419.3147338190074
233,18521,429.08296989355546
234,18522,439.64322510928343
235,18523,466.50587431429136
236,18524,448.2960342266703
237,18525,418.4369126042001
238,18526,419.95494929146076
239,18527,410.0283093886766
240,18528,520.3457451057116
241,18529,415.2631276870785
242,18530,351.4405101735795
243,18531,290.3827380145482
244,18532,244.4160281247179
245,18533,218.79266198013667
246,18534,235.2615234393576
247,18535,272.8412275214874
248,18536,314.1936971709175
249,18537,406.0069062829916
250,18538,576.280693430713
251,18539,638.8827103194968
252,18540,645.6514956020071
253,18541,571.0284119546675
254,18542,610.5684746158845
255,18543,602.8564979415501
256,18544,587.4695324905994
257,18545,601.1550546464928
258,18546,615.9502137339457
259,18547,653.5853996626535
260,18548,628.072997211227
261,18549,586.239684891455
262,18550,588.366489010276
263,18551,574.4590394680706
264,18552,514.1493228745567
265,18553,410.3180585664377
266,18554,347.2554585792294
267,18555,286.92477939703053
268,18556,241.50545390638757
269,18557,216.18721795093293
270,18558,232.4599636155546
271,18559,269.5921581023722
272,18560,310.4521910120787
273,18561,401.17206282792847
274,18562,569.418182237441
275,18563,631.2747168525378
276,18564,637.9628975524279
277,18565,564.2284463938112
278,18566,603.2976549631101
279,18567,595.6775146574987
280,18568,580.473781481794
281,18569,593.9963326236466
282,18570,608.6153068310552
283,18571,645.8023224711505
284,18572,620.5937288222502
285,18573,579.2585792508032
286,18574,581.360056793118
287,18575,567.6182210381542
288,18576,529.3457661794864
289,18577,422.44561536089645
290,18578,357.51910700557215
291,18579,295.40526541325005
292,18580,248.6435046143045
293,18581,222.5769507672171
294,18582,239.33066148597018
295,18583,277.5603528733996
296,18584,319.62806445917323
297,18585,413.0292961978025
298,18586,586.2481783848416
299,18587,649.9329743230543
300,18588,656.8188340906727
301,18589,580.9050522263625
302,18590,621.1290090109705
303,18591,613.283644193767
304,18592,597.6305422083631
305,18593,611.5527723396117
306,18594,626.603831940962
307,18595,664.8899648018966
308,18596,638.936293901818
309,18597,596.3794228790008
310,18598,598.5430126966947
311,18599,584.3950166714258
312,18600,513.4630062683
313,18601,409.7703420084021
314,18602,346.7919216703334
315,18603,286.5417754095006
316,18604,241.183078292644
317,18605,215.89863860026756
318,18606,232.14966245162967
319,18607,269.23229071212097
320,18608,310.0377812586064
321,18609,400.63655488026507
322,18610,568.658089523151
323,18611,630.4320544157507
324,18612,637.1113073406233
325,18613,563.4752812426494
326,18614,602.492337945863
327,18615,594.8823694494927
328,18616,579.6989311066145
329,18617,593.203431555809
330,18618,607.8028915008844
331,18619,644.9402677361697
332,18620,619.7653239933802
333,18621,578.4853509986801
334,18622,580.5840233657846
335,18623,566.8605310174139
336,18624,500.7058152261212
337,18625,399.5894361347499
338,18626,338.1757395060414
339,18627,279.422531908336
340,18628,235.1907895233295
341,18629,210.5345517142676
342,18630,226.38181246415616
343,18631,262.5431081898982
344,18632,302.3347702188149
345,18633,390.68258155269643
346,18634,554.5295548533398
347,18635,614.7687212074914
348,18636,621.2820254573057
349,18637,549.4755154900965
350,18638,587.5231780204291
351,18639,580.1022821948218
352,18640,565.2960823701087
353,18641,578.4650581757428
354,18642,592.7017887764289
355,18643,628.9164722419234
356,18644,604.3670099123656
357,18645,564.1126541389267
358,18646,566.1591841627751
359,18647,552.7766573981306
360,18648,385.6793652160454
361,18649,307.792311151588
362,18650,260.4870975689689
363,18651,215.23118257533892
364,18652,181.16073680321443
365,18653,162.16874218753304
366,18654,174.37543378281634
367,18655,202.22944537362537
368,18656,232.8798242698108
369,18657,300.9316158754075
370,18658,427.13825205482635
371,18659,473.53875856805877
372,18660,478.55577049829355
373,18661,423.2452701198906
374,18662,452.5522960948657
375,18663,446.8361923382874
376,18664,435.4314001908697
377,18665,445.5750855142941
378,18666,456.54123180988825
379,18667,484.43636644930575
380,18668,465.5266179308405
381,18669,434.5198392800485
382,18670,436.09622281004
383,18671,425.7880452921816
384,18672,380.02399004624897
385,18673,303.2790258920412
386,18674,256.66746811376413
387,18675,212.0751592163483
388,18676,178.504302404436
389,18677,159.79079521759144
390,18678,171.8184950731568
391,18679,199.26407183509798
392,18680,229.46501161841502
393,18681,296.51893181263637
394,18682,420.87494817444383
395,18683,466.5950649752167
396,18684,471.53851039592115
397,18685,417.0390506348813
398,18686,445.91633563341964
399,18687,440.28404945737185
400,18688,429.0464904682308
401,18689,439.04143476145714
402,18690,449.84677994332384
403,18691,477.332876749697
404,18692,458.7004096517156
405,18693,428.148296149988
406,18694,429.7015645198813
407,18695,419.5445400489268
408,18696,528.965557592065
409,18697,422.1421890166415
410,18698,357.2623148607481
411,18699,295.1930872381222
412,18700,248.46491360309605
413,18701,222.41708235331714
414,18702,239.1587595297366
415,18703,277.36099200866306
416,18704,319.39848798448946
417,18705,412.7326332313554
418,18706,585.8270989958615
419,18707,649.4661526086397
420,18708,656.3470665295495
421,18709,580.4878105982165
422,18710,620.68287607063
423,18711,612.8431462754961
424,18712,597.201287307747
425,18713,611.1135176396392
426,18714,626.1537666470906
427,18715,664.4124000597951
428,18716,638.4773706775708
429,18717,595.9510666090025
430,18718,598.1131024038235
431,18719,583.9752683368193
432,18720,522.7691367811312
433,18721,417.1971210294114
434,18722,353.07726422561257
435,18723,291.73512941316926
436,18724,245.55434005186981
437,18725,219.8116389212816
438,18726,236.35720034805163
439,18727,274.11192333423503
440,18728,315.6569826832045
441,18729,407.89779088443913
442,18730,578.9645893754783
443,18731,641.8581608854341
444,18732,648.6584702421982
445,18733,573.6878465959135
446,18734,613.4120580843287
447,18735,605.6641646368689
448,18736,590.2055379023689
449,18737,603.9547972575731
450,18738,618.818861425362
451,18739,656.6293246521748
452,18740,630.9981040028438
453,18741,588.9699625684214
454,18742,591.1066717925409
455,18743,577.1344514748196
456,18744,537.965578846945
457,18745,429.3246768349908
458,18746,363.3409118150588
459,18747,300.21561473789114
460,18748,252.6923901777511
461,18749,226.20137121654784
462,18750,243.22789765823137
463,18751,282.080117455537
464,18752,324.8328553820995
465,18753,419.755023287476
466,18754,595.7945841505633
467,18755,660.5164168345589
468,18756,667.5144052429325
469,18757,590.3644510686565
470,18758,631.243410678223
471,18759,623.270292737536
472,18760,607.362297229978
473,18761,621.5112355419885
474,18762,636.807385068487
475,18763,675.7169654265169
476,18764,649.3406675867612
477,18765,606.0908048005879
478,18766,608.2896262950218
479,18767,593.9112457401135
480,18768,522.0828200200351
481,18769,416.6494043478058
482,18770,352.6137272121384
483,18771,291.3521253392301
484,18772,245.2319643653953
485,18773,219.52305950551008
486,18774,236.0468991141198
487,18775,273.75205586279446
488,18776,315.24257283623746
489,18777,407.3622828159601
490,18778,578.2044964897043
491,18779,641.0154982585345
492,18780,647.8068798382669
493,18781,572.9346812748306
494,18782,612.6067408853945
495,18783,604.8690192494709
496,18784,589.4306873523759
497,18785,603.1618960108498
498,18786,618.0064459119029
499,18787,655.7672697227065
500,18788,630.1696989870779
501,18789,588.1967341418509
502,18790,590.330638190127
503,18791,576.3767612831374
504,18792,509.32562803168616
505,18793,406.46849771906017
506,18794,343.99754440880474
507,18795,284.2328813100483
508,18796,239.23967515164716
509,18797,214.15897222166865
510,18798,230.27904869885873
511,18799,267.062872844451
512,18800,307.53956122513216
513,18801,397.40830875012927
514,18802,564.0759607720137
515,18803,625.3521638885635
516,18804,631.9775967809296
517,18805,558.9349144839487
518,18806,597.637579849734
519,18807,590.0889308985965
520,18808,575.0278375476455
521,18809,588.4235215376739
522,18810,602.9053420674348
523,18811,639.7434730400137
524,18812,614.7713837640072
525,18813,573.8240362161091
526,18814,575.9057979172621
527,18815,562.2928866192871
528,18816,394.29917884941597
529,18817,314.67137339653056
530,18818,266.3089030308306
531,18819,220.0415324390142
532,18820,185.2096228203677
533,18821,165.79316304300613
534,18822,178.27267039179088
535,18823,206.74921046223483
536,18824,238.08461577597132
537,18825,307.657343718747
538,18826,436.6846588902914
539,18827,484.12220226551403
540,18828,489.2513428490689
541,18829,432.70467002217833
542,18830,462.6666988955094
543,18831,456.8228420011321
544,18832,445.16315630299766
545,18833,455.5335498325883
546,18834,466.7447860807947
547,18835,495.26336828716944
548,18836,475.93099278166846
549,18837,444.23122228986557
550,18838,445.84283750054504
551,18839,435.30427542723123
552,18840,388.64380295714477
553,18841,310.1580875604111
554,18842,262.4892730876678
555,18843,216.8855086768413
556,18844,182.55318808222955
557,18845,163.41521576928156
558,18846,175.71573135548218
559,18847,203.78383654488067
560,18848,234.6698026883329
561,18849,303.24465909225506
562,18850,430.4213542097712
563,18851,477.1785077856145
564,18852,482.23408185024095
565,18853,426.4984497443239
566,18854,456.0307375863188
567,18855,450.2706982831797
568,18856,438.77824576468583
569,18857,448.9998982450769
570,18858,460.0503333590134
571,18859,488.1598776800892
572,18860,469.1047836304949
573,18861,437.85967834583994
574,18862,439.4481783934682
575,18863,429.06076938636807
576,18864,537.585371134966
577,18865,429.02125118938443
578,18866,363.08412026150677
579,18867,300.00343705131024
580,18868,252.51379957775404
581,18869,226.04150317074993
582,18870,243.05599609780745
583,18871,281.8807570498351
584,18872,324.60327943602283
585,18873,419.4583610041047
586,18874,595.3735057311317
587,18875,660.049596195016
588,18876,667.0426387680689
589,18877,589.9472104012225
590,18878,630.7972787651174
591,18879,622.8297958335254
592,18880,606.9330433177348
593,18881,621.0719818534138
594,18882,636.3573208109052
595,18883,675.2394017840234
596,18884,648.8817454191992
597,18885,605.6624495168933
598,18886,607.8597169920324
599,18887,593.4914983719909
600,18888,531.3889497723708
601,18889,424.07618276189964
602,18890,358.8990692537802
603,18891,296.5454789184986
604,18892,249.6032257674023
605,18893,223.4360595067543
606,18894,240.25443666670242
607,18895,278.6316880861457
608,18896,320.86177380163525
609,18897,414.62351822674714
610,18898,588.5109954997858
611,18899,652.4416037944782
612,18900,659.3540417962093
613,18901,583.1472457935254
614,18902,623.5264601315023
615,18903,615.6508135557605
616,18904,599.9372932895319
617,18905,613.913260834014
618,18906,629.0224149361571
619,18907,667.4563256834834
620,18908,641.4024780786002
621,18909,598.6813448547913
622,18910,600.8532857569742
623,18911,586.6506809009599
624,18912,546.5853923207052
625,18913,436.2037389525558
626,18914,369.1627171691199
627,18915,305.0259645124947
628,18916,256.7412761199324
629,18917,229.82579200490864
630,18918,247.125134195042
631,18919,286.5998824604554
632,18920,330.0376467918845
633,18921,426.4807510062773
634,18922,605.3409908092605
635,18923,671.0998603360438
636,18924,678.2099773956613
637,18925,599.8238507957874
638,18926,641.3578132915815
639,18927,633.2569422154609
640,18928,617.094053161906
641,18929,631.4696996758851
642,18930,647.0109391504574
643,18931,686.5439670639004
644,18932,659.7450422449347
645,18933,615.8021876305822
646,18934,618.0362408050518
647,18935,603.4274756989541
648,18936,530.7026330725653
649,18937,423.52846612920735
650,18938,358.4355322817016
651,18939,296.1624748787633
652,18940,249.2808501097172
653,18941,223.147480116754
654,18942,239.94413546048173
655,18943,278.2718206468427
656,18944,320.44736399167664
657,18945,414.0880102060911
658,18946,587.7509026818913
659,18947,651.5989412428316
660,18948,658.5024514683284
661,18949,582.394080539703
662,18950,622.7211430044862
663,18951,614.8556682393719
664,18952,599.1624428087362
665,18953,613.1203596580997
666,18954,628.2099994952498
667,18955,666.594270831
668,18956,640.5740731368143
669,18957,597.9081164972731
670,18958,600.0772522238632
671,18959,585.8929907769424
672,18960,517.9454414526119
673,18961,413.3475597944606
674,18962,349.8193497271816
675,18963,289.04323105516715
676,18964,243.28856106901117
677,18965,217.78339298781387
678,18966,234.17628521178153
679,18967,271.5826378216659
680,18968,312.7443526030148
681,18969,404.13403642770584
682,18970,573.6223673721968
683,18971,635.9356073251781
684,18972,642.6731688681008
685,18973,568.394314153099
686,18974,607.7519824010972
687,18975,600.075580315309
688,18976,584.7595934199236
689,18977,598.3819856105308
690,18978,613.1088960868633
691,18979,650.5704746110339
692,18980,625.1757583584078
693,18981,583.5354189865784
694,18982,585.652412367551
695,18983,571.8091165197987
696,18984,402.9189919487068
697,18985,321.5504352152495
698,18986,272.1307081319759
699,18987,224.8518820046424
700,18988,189.25850858665387
701,18989,169.41758367391174
702,18990,182.16990675929438
703,18991,211.26897527080172
704,18992,243.28940695964533
705,18993,314.3830711453635
706,18994,446.23106513426546
707,18995,494.705645307224
708,18996,499.9469145371516
709,18997,442.1640693383659
710,18998,472.7811010694694
711,18999,466.80949104520846
712,19000,454.89491181215044
713,19001,465.4920135338606
714,19002,476.94833971949356
715,19003,506.090369454197
716,19004,486.3353669878462
717,19005,453.9426046979697
718,19006,455.5894515871543
719,19007,444.8205049726596
720,19008,397.2636163377002
721,19009,317.03714960359395
722,19010,268.3110783787787
723,19011,221.6958583994313
724,19012,186.6020739806309
725,19013,167.03963651845208
726,19014,179.6129678501526
727,19015,208.30360150092758
728,19016,239.87459404183932
729,19017,309.9703867383322
730,19018,439.96776076524463
731,19019,487.7619511726624
732,19020,492.9296538873202
733,19021,435.95784936917187
734,19022,466.14514009031194
735,19023,460.2573476531206
736,19024,448.5100015913861
737,19025,458.9583622712941
738,19026,470.2538873306544
739,19027,498.98687920040203
740,19028,479.5091581761675
741,19029,447.5710610708267
742,19030,449.19479279810963
743,19031,438.5769992423111
744,19032,546.2051842699348
745,19033,435.9003130365763
746,19034,368.90592538674895
747,19035,304.8137866368488
748,19036,256.56268536079887
749,19037,229.66592381665728
750,19038,246.95323248144194
751,19039,286.4005218771096
752,19040,329.80807064123985
753,19041,426.1840884585595
754,19042,604.919912014619
755,19043,670.6330392805316
756,19044,677.7382105004212
757,19045,599.4066097565633
758,19046,640.9116809809417
759,19047,632.8164449189372
760,19048,616.664798867168
761,19049,631.030445595905
762,19050,646.5608744918372
763,19051,686.0664029958647
764,19052,659.2861196684414
765,19053,615.3738319651937
766,19054,617.6063311189837
767,19055,603.0077279568077
768,19056,540.0087631220824
769,19057,430.9552447804675
770,19058,364.72087452405924
771,19059,301.355828623876
772,19060,253.65211165131575
773,19061,227.06048024295572
774,19062,244.15167314742752
775,19063,283.15145302601974
776,19064,326.0665651365177
777,19065,421.3492458487579
778,19066,598.0574020211
779,19067,663.025047143656
780,19068,670.0496137950173
781,19069,592.6066453845252
782,19070,633.6408625993035
783,19071,625.6374628899666
784,19072,609.6690490814094
785,19073,623.8717248245973
786,19074,639.2259688712873
787,19075,678.2833271650545
788,19076,651.8068525870435
789,19077,608.3927275450284
790,19078,610.5999001267398
791,19079,596.1669107228515
792,19080,555.2052054828985
793,19081,443.0828008214743
794,19082,374.98452231274945
795,19083,309.8363141132261
796,19084,260.79016191576505
797,19085,233.4502126622632
798,19086,251.0223705909853
799,19087,291.1196473020049
800,19088,335.2424380135401
801,19089,433.2064784819742
802,19090,614.8873971228987
803,19091,681.6833034549857
804,19092,688.905549161794
805,19093,609.2832501810044
806,19094,651.4722155393505
807,19095,643.2435913324141
808,19096,626.8258087420757
809,19097,641.4281634498285
810,19098,657.214492863616
811,19099,697.3709683099373
812,19100,670.1494165270376
813,19101,625.5135701095546
814,19102,627.7828549627864
815,19103,612.9437053138264
816,19104,539.3224463987135
817,19105,430.40752812897034
818,19106,364.2573375360659
819,19107,300.97282457099084
820,19108,253.32973598256245
821,19109,226.77190084304755
822,19110,243.8413719305532
823,19111,282.79158557436125
824,19112,325.65215531233105
825,19113,420.8137378097161
826,19114,597.2973091771087
827,19115,662.182384563078
828,19116,669.1980234378984
829,19117,591.8534801048444
830,19118,632.8355454446382
831,19119,624.8423175462782
832,19120,608.8941985740105
833,19121,623.0788236214601
834,19122,638.4135534024871
835,19123,677.421272282974
836,19124,650.9784476168155
837,19125,607.6194991609627
838,19126,609.8238665669851
839,19127,595.4092205728201
840,19128,526.5652546355805
841,19129,420.2266216799587
842,19130,355.64115488484265
843,19131,293.85358066749234
844,19132,247.3374468746023
845,19133,221.4078136539039
846,19134,238.07352161711788
847,19135,276.1024026741088
848,19136,317.9491438372149
849,19137,410.85976391961293
850,19138,583.1687737088436
851,19139,646.5190504696278
852,19140,653.3687406600117
853,19141,577.8537135611145
854,19142,617.8663846732436
855,19143,610.0622294563318
856,19144,594.4913490235483
857,19145,608.3404494084759
858,19146,623.3124498246141
859,19147,661.3974758831656
860,19148,635.580132665587
861,19149,593.2468014889569
862,19150,595.3990265487765
863,19151,581.3253461576068
864,19152,411.5388052568543
865,19153,328.42949720064695
866,19154,277.9525133741825
867,19155,229.66223168682453
868,19156,193.30739445104385
869,19157,173.04200439263644
870,19158,186.06714322122727
871,19159,215.78874018888175
872,19160,248.49419826943057
873,19161,321.10879873494315
874,19162,455.7774716095472
875,19163,505.28908860536905
876,19164,510.64248648438604
877,19165,451.6234688837531
878,19166,482.8955034884996
879,19167,476.79614033125966
880,19168,464.626667557102
881,19169,475.4504774764248
882,19170,487.1518936054228
883,19171,516.917370883561
884,19172,496.7397414461201
885,19173,463.6539873413791
886,19174,465.3360659099224
887,19175,454.33673474866464
888,19176,405.8834295365233
889,19177,323.91621150174484
890,19178,274.1328835471478
891,19179,226.50620802060422
892,19180,190.65095979366922
893,19181,170.66405719120857
894,19182,183.51020426265714
895,19183,212.82336636168378
896,19184,245.0793852856126
897,19185,316.69611424261007
898,19186,449.5141671194501
899,19187,498.34539433657847
900,19188,503.6252256989037
901,19189,445.41724879458627
902,19190,476.25954238106203
903,19191,470.2439968125119
904,19192,458.2417572129106
905,19193,468.91682608755593
906,19194,480.4574410871728
907,19195,509.8138804924481
908,19196,489.9135325024837
909,19197,457.2824435910675
910,19198,458.9414069972622
911,19199,448.09322889762257
912,19200,554.8249975643319
913,19201,442.7793750110003
914,19202,374.72773061966865
915,19203,309.6241363113575
916,19204,260.61157121873003
917,19205,233.29034452960033
918,19206,250.85046893715793
919,19207,290.9202867879797
920,19208,335.01286194272234
921,19209,432.9098160374102
922,19210,614.4663184746723
923,19211,681.2164825617938
924,19212,688.4337824305942
925,19213,608.8660092868608
926,19214,651.0260833838374
927,19215,642.8030941890578
928,19216,626.3965545965955
929,19217,640.9889095225834
930,19218,656.7644283614898
931,19219,696.8934044079574
932,19220,669.6904941101183
933,19221,625.0852145931115
934,19222,627.352945426204
935,19223,612.5239577176324
936,19224,548.6285763330058
937,19225,437.8343066882751
938,19226,370.5426797006009
939,19227,306.1661782518015
940,19228,257.70099747003775
941,19229,230.6849009208001
942,19230,248.0489095654029
943,19231,287.6712178931207
944,19232,331.2713563875973
945,19233,428.0749733624772
946,19234,607.6038083887064
947,19235,673.6084903224288
948,19236,680.7451856216148
949,19237,602.0660448232186
950,19238,643.755264904252
951,19239,635.624112063377
952,19240,619.4008047165952
953,19241,633.8301886548386
954,19242,649.4295226421291
955,19243,689.1103284722992
956,19244,662.211226927965
957,19245,618.1041100789017
958,19246,620.3465143395745
959,19247,605.6831403915216
960,19248,563.8250187667928
961,19249,449.96186278751645
962,19250,380.80632753857554
963,19251,314.6466637818736
964,19252,264.83904776876284
965,19253,237.07463337079008
966,19254,254.91960704195276
967,19255,295.63941220736797
968,19256,340.4472293086809
969,19257,439.93220605263014
970,19258,624.4338035713203
971,19259,692.2667467233526
972,19260,699.601121078935
973,19261,618.7426496997762
974,19262,661.5866179299223
975,19263,653.2302405903665
976,19264,636.5575644596455
977,19265,651.3866273643732
978,19266,667.418046720836
979,19267,708.197969708838
980,19268,680.5537909560372
981,19269,635.2249527256396
982,19270,637.5294692581308
983,19271,622.4599350630562
984,19272,547.942259618872
985,19273,437.28659004414794
986,19274,370.07914271884493
987,19275,305.78317420407006
988,19276,257.3786218056223
989,19277,230.39632152477503
990,19278,247.73860835270398
991,19279,287.31135044630463
992,19280,330.856946568987
993,19281,427.5394653306412
994,19282,606.843715554943
995,19283,672.7658277531897
996,19284,679.893595275955
997,19285,601.3128795536722
998,19286,642.9499477604229
999,19287,634.828966730388
1000,19288,618.6259542196227
1001,19289,633.0372874623706
1002,19290,648.6171071842607
1003,19291,688.2482736018184
1004,19292,661.3828219688841
1005,19293,617.3308817052406
1006,19294,619.5704807902621
1007,19295,604.9254502516856
1008,19296,535.1850679114525
1009,19297,427.10568363959874
1010,19298,361.46296010525054
1011,19299,298.663930331663
1012,19300,251.3863327238319
1013,19301,225.0322343590576
1014,19302,241.9707580644582
1015,19303,280.6221675752654
1016,19304,323.15393512751166
1017,19305,417.58549148400937
1018,19306,592.7151801483805
1019,19307,657.102493728145
1020,19308,664.0643125671986
1021,19309,587.3131130710829
1022,19310,627.9807870544023
1023,19311,620.0488787049898
1024,19312,604.2231047320611
1025,19313,618.2989133137523
1026,19314,633.516003672338
1027,19315,672.2244772719898
1028,19316,645.9845070849037
1029,19317,602.9581840960037
1030,19318,605.1456408350502
1031,19319,590.84157589798
1032,19320,420.1586184840615
1033,19321,335.3085591214499
1034,19322,283.7743185617223
1035,19323,234.47258132383743
1036,19324,197.3562802774147
1037,19325,176.6664250773278
1038,19326,189.96437964656505
1039,19327,220.3085050645211
1040,19328,253.69898953034271
1041,19329,327.8345262613682
1042,19330,465.3238779951881
1043,19331,515.8725318041353
1044,19332,521.338058331189
1045,19333,461.0828683403164
1046,19334,493.0099058125554
1047,19335,486.78278952353605
1048,19336,474.3584232106723
1049,19337,485.40894132547896
1050,19338,497.35544739554047
1051,19339,527.7443722112594
1052,19340,507.14411580669685
1053,19341,473.3653698935985
1054,19342,475.08268014116965
1055,19343,463.85296443531206
1056,19344,414.5032428062685
1057,19345,330.79527345649524
1058,19346,279.9546887634176
1059,19347,231.31655768135568
1060,19348,194.69984564002092
1061,19349,174.28847789378605
1062,19350,187.40744070722735
1063,19351,217.3431312596277
1064,19352,250.28417657220984
1065,19353,323.4218418022259
1066,19354,459.06057355220156
1067,19355,508.92883758757296
1068,19356,514.3207975984882
1069,19357,454.8766482978308
1070,19358,486.37394475503135
1071,19359,480.2306460540714
1072,19360,467.97351291450605
1073,19361,478.875289985754
1074,19362,490.66099492764397
1075,19363,520.6408818735764
